,no,gender,age,height,weight,bmi,griffith,sensitivity,preference,environment,thermal sensation,season,date,time,room,ta,hr,va
56,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,0.0,summer,2021/7/26,09:00:00,5,25.5,62.3,1.08
57,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.2,summer,2021/7/26,09:30:00,5,28.41,62.4,0.96
58,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-0.8,summer,2021/7/26,10:00:00,5,23.35,61.2,0.12
59,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,0.6,summer,2021/7/26,10:30:00,5,27.14,61.5,1.08
60,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,0.4,summer,2021/7/26,11:00:00,5,26.41,62.1,0.36
61,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,1.4,summer,2021/7/26,11:30:00,5,28.96,62.1,1.08
62,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-0.3,summer,2021/7/26,12:00:00,5,24.599999999999998,62.3,1.08
63,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.0,summer,2021/7/26,14:30:00,5,23.02,61.2,0.12
64,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,0.6,summer,2021/7/26,15:00:00,5,26.79,66.5,0.12
65,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.3,summer,2021/7/26,15:30:00,5,22.04,65.4,0.36
66,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,0.5,summer,2021/7/26,16:00:00,5,26.8,63.3,0.96
67,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,0.4,summer,2021/7/26,16:30:00,5,26.57,62.8,0.48
68,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-0.9,summer,2021/7/26,17:00:00,5,23.13,66.6,0.12
69,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.1,summer,2021/7/26,17:30:00,5,22.42,67.2,0.12
70,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,0.2,summer,2021/7/31,09:00:00,5,26.1,54.7,0.12
71,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-0.5,summer,2021/7/31,09:30:00,5,24.36,54.2,1.2
72,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.9,summer,2021/7/31,10:00:00,5,20.52,53.4,0.36
73,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.0,summer,2021/7/31,10:30:00,5,22.86,57.9,1.08
74,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.4,summer,2021/7/31,11:00:00,5,21.96,54.5,0.36
75,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-2.0,summer,2021/7/31,11:30:00,5,20.270000000000003,56.4,0.6
76,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.4,summer,2021/7/31,12:00:00,5,21.93,58.2,0.24
77,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.2,summer,2021/7/31,14:30:00,5,22.31,60.0,0.48
78,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.9,summer,2021/7/31,15:00:00,5,20.46,59.3,0.12
79,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,0.2,summer,2021/7/31,15:30:00,5,26.0,57.4,0.0
80,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-0.1,summer,2021/7/31,16:00:00,5,25.37,56.7,1.2
81,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-0.2,summer,2021/7/31,16:30:00,5,25.01,56.5,0.36
82,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.5,summer,2021/7/31,17:00:00,5,21.689999999999998,57.1,0.72
83,1.0,1.0,23.0,173.0,71.4,23.86,-0.06,0.0,-1.0,1.0,-1.1,summer,2021/7/31,17:30:00,5,22.66,56.6,0.96
84,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-1.0,winter,2021/1/10,09:00:00,5,20.009999999999998,15.7,0.24
85,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.1,winter,2021/1/10,09:30:00,5,23.990000000000002,16.3,1.08
86,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.1,winter,2021/1/10,10:00:00,5,23.849999999999998,16.8,0.48
87,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.8,winter,2021/1/10,10:30:00,5,20.69,16.4,0.72
88,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.5,winter,2021/1/10,11:00:00,5,21.76,16.3,0.12
89,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.0,winter,2021/1/10,11:30:00,5,23.529999999999998,16.2,0.48
90,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.7,winter,2021/1/10,12:00:00,5,26.02,16.3,0.6
91,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.9,winter,2021/1/10,14:30:00,5,20.22,13.6,0.48
92,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.9,winter,2021/1/10,15:00:00,5,20.279999999999998,14.7,0.6
93,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.1,winter,2021/1/10,15:30:00,5,23.08,15.2,0.36
94,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.2,winter,2021/1/10,16:00:00,5,22.900000000000002,15.9,0.6
95,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.1,winter,2021/1/10,16:30:00,5,23.22,16.5,0.36
96,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.6,winter,2021/1/10,17:00:00,5,21.409999999999997,16.8,0.72
97,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.0,winter,2021/1/10,17:30:00,5,23.439999999999998,16.8,0.48
98,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.6,winter,2021/1/15,09:00:00,5,21.45,17.0,0.0
99,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.1,winter,2021/1/15,09:30:00,5,23.25,17.7,0.36
100,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.2,winter,2021/1/15,10:00:00,5,22.77,17.4,0.96
101,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-1.2,winter,2021/1/15,10:30:00,5,19.040000000000003,20.4,0.36
102,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-1.4,winter,2021/1/15,11:00:00,5,18.23,20.9,0.0
103,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.3,winter,2021/1/15,11:30:00,5,24.39,21.6,0.96
104,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.8,winter,2021/1/15,12:00:00,5,26.4,20.7,0.6
105,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.5,winter,2021/1/15,14:30:00,5,21.7,19.2,0.36
106,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.8,winter,2021/1/15,15:00:00,5,26.54,19.9,0.36
107,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.9,winter,2021/1/15,15:30:00,5,26.71,20.6,0.6
108,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.0,winter,2021/1/15,16:00:00,5,23.5,18.6,1.2
109,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.2,winter,2021/1/15,16:30:00,5,24.21,19.5,1.08
110,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.4,winter,2021/1/15,17:00:00,5,25.169999999999998,18.1,0.96
111,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.7,winter,2021/1/15,17:30:00,5,26.26,17.7,0.36
112,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.3,winter,2021/1/16,09:00:00,5,22.41,16.4,0.96
113,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.3,winter,2021/1/16,09:30:00,5,22.34,18.3,0.6
114,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.5,winter,2021/1/16,10:00:00,5,25.23,19.1,0.0
115,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.4,winter,2021/1/16,10:30:00,5,25.02,19.7,0.24
116,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.2,winter,2021/1/16,11:00:00,5,24.15,19.8,0.84
117,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.0,winter,2021/1/16,11:30:00,5,23.5,20.1,0.72
118,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-1.0,winter,2021/1/16,12:00:00,5,19.65,20.1,0.12
119,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.7,winter,2021/1/16,14:30:00,5,21.08,18.1,0.12
120,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.5,winter,2021/1/16,15:00:00,5,25.3,18.1,0.96
121,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.8,winter,2021/1/16,15:30:00,5,26.650000000000002,18.7,0.0
122,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,1.0,winter,2021/1/16,16:00:00,5,27.18,19.9,0.24
123,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.3,winter,2021/1/16,16:30:00,5,22.32,20.4,0.6
124,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,0.0,winter,2021/1/16,17:00:00,5,23.59,20.4,0.84
125,2.0,1.0,21.0,176.0,56.0,18.08,1.02,2.0,0.0,-1.0,-0.3,winter,2021/1/16,17:30:00,5,22.26,20.1,1.08
126,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-2.1,summer,2021/7/21,09:00:00,5,23.7,58.9,0.84
127,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.7,summer,2021/7/21,09:30:00,5,24.0,57.4,0.84
128,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-2.0,summer,2021/7/21,10:00:00,5,25.4,53.0,0.72
129,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.8,summer,2021/7/21,10:30:00,5,25.4,51.2,1.08
130,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.5,summer,2021/7/21,11:00:00,5,25.6,51.8,1.2
131,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.0,summer,2021/7/21,11:30:00,5,25.5,50.4,0.6
132,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.0,summer,2021/7/21,12:00:00,5,25.4,49.5,1.2
133,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.5,summer,2021/7/22,09:00:00,5,24.4,59.6,0.12
134,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.2,summer,2021/7/22,09:30:00,5,24.6,59.3,0.84
135,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.3,summer,2021/7/22,10:00:00,5,24.6,59.1,0.12
136,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.5,summer,2021/7/22,10:30:00,5,24.7,59.4,1.2
137,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.2,summer,2021/7/22,11:00:00,5,25.3,60.4,0.96
138,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.2,summer,2021/7/22,11:30:00,5,25.6,59.8,0.6
139,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,summer,2021/7/22,12:00:00,5,25.8,59.6,0.36
140,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.6,summer,2021/7/22,14:30:00,5,25.9,59.0,0.96
141,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.0,summer,2021/7/22,15:00:00,5,26.3,59.4,0.6
142,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.0,summer,2021/7/22,15:30:00,5,26.4,59.7,0.72
143,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.6,summer,2021/7/22,16:00:00,5,26.8,60.6,0.72
144,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.0,summer,2021/7/22,16:30:00,5,27.0,60.8,1.08
145,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.7,summer,2021/7/22,17:00:00,5,27.0,60.8,0.84
146,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,summer,2021/7/22,17:30:00,5,26.9,60.8,0.36
147,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.5,summer,2021/7/23,09:00:00,5,24.2,62.6,0.72
148,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.2,summer,2021/7/23,09:30:00,5,25.1,60.4,0.12
149,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.4,summer,2021/7/23,10:00:00,5,25.9,57.6,0.6
150,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.6,summer,2021/7/23,10:30:00,5,26.2,55.8,0.72
151,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.4,summer,2021/7/23,11:00:00,5,26.3,54.2,1.08
152,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.2,summer,2021/7/23,11:30:00,5,26.4,53.2,0.6
153,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.1,summer,2021/7/23,12:00:00,5,26.3,54.5,0.0
154,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.0,summer,2021/7/23,14:30:00,5,27.4,56.8,0.72
155,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.3,summer,2021/7/23,15:00:00,5,27.5,58.6,1.08
156,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.6,summer,2021/7/23,15:30:00,5,27.4,59.7,0.48
157,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.4,summer,2021/7/23,16:00:00,5,27.3,60.0,0.48
158,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.5,summer,2021/7/23,16:30:00,5,27.0,58.1,0.48
159,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.6,summer,2021/7/23,17:00:00,5,26.9,57.2,0.24
160,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.0,summer,2021/7/23,17:30:00,5,26.8,56.9,0.84
161,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.8,summer,2021/7/24,09:00:00,5,23.7,53.6,1.08
162,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.0,summer,2021/7/24,09:30:00,5,23.9,54.8,0.0
163,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.2,summer,2021/7/24,10:00:00,5,24.0,54.1,0.36
164,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.0,summer,2021/7/24,10:30:00,5,24.0,53.7,0.6
165,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.8,summer,2021/7/24,11:00:00,5,24.1,53.6,0.84
166,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.2,summer,2021/7/24,11:30:00,5,25.4,54.1,0.48
167,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.1,summer,2021/7/24,12:00:00,5,25.7,55.0,1.2
168,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,summer,2021/7/24,14:30:00,5,25.6,60.3,0.36
169,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.3,summer,2021/7/24,15:00:00,5,26.1,60.3,0.48
170,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.8,summer,2021/7/24,15:30:00,5,26.4,60.7,0.12
171,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.7,summer,2021/7/24,16:00:00,5,26.6,61.9,1.08
172,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.9,summer,2021/7/24,16:30:00,5,26.9,61.4,1.08
173,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.9,summer,2021/7/24,17:00:00,5,27.1,61.0,0.72
174,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.9,summer,2021/7/24,17:30:00,5,27.2,60.9,0.36
175,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.2,summer,2021/7/26,09:00:00,6,27.6,62.3,0.72
176,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.3,summer,2021/7/26,09:30:00,6,27.9,62.4,0.12
177,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.1,summer,2021/7/26,10:00:00,6,28.1,61.2,1.08
178,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.3,summer,2021/7/26,10:30:00,6,28.3,61.5,0.72
179,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.0,summer,2021/7/26,11:00:00,6,27.9,62.1,0.12
180,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,1.2,summer,2021/7/26,11:30:00,6,27.8,62.1,1.2
181,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.7,summer,2021/7/26,12:00:00,6,27.7,62.3,0.96
182,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,0.0,summer,2021/7/26,14:30:00,6,26.7,61.2,0.84
183,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.2,summer,2021/7/26,15:00:00,6,25.8,66.5,0.48
184,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.5,summer,2021/7/26,15:30:00,6,25.5,65.4,0.6
185,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-0.7,summer,2021/7/26,16:00:00,6,25.0,63.3,0.12
186,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.0,summer,2021/7/26,16:30:00,6,24.8,62.8,0.0
187,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.4,summer,2021/7/26,17:00:00,6,25.0,66.6,0.96
188,2,1,21,176.0,56.0,18.08,1.02,2,0,-1,-1.6,summer,2021/7/26,17:30:00,6,24.8,67.2,0.72
189,3,1,23,173.0,85.0,28.4,1.28,0,-1,0,-0.5,winter,2021/1/10,10:00:00,5,22.9,16.8,0.72
190,3,1,23,173.0,85.0,28.4,1.28,0,-1,0,0.5,winter,2021/1/10,10:30:00,5,24.0,16.4,0.72
191,3,1,23,173.0,85.0,28.4,1.28,0,-1,0,0.8,winter,2021/1/10,11:00:00,5,24.6,16.3,0.12
192,3,1,23,173.0,85.0,28.4,1.28,0,-1,0,0.9,winter,2021/1/10,11:30:00,5,24.9,16.2,0.84
193,3,1,23,173.0,85.0,28.4,1.28,0,-1,0,1.2,winter,2021/1/10,12:00:00,5,25.0,16.3,0.84
