no,gender,age,height,weight,bmi,griffith,thermal sensation,thermal accept,air sense,season,date,time,ta,hr
2,1,22,178,65,20.52,1.6,-0.9,0.5,0,summer,2018/7/12,11:30:00,26.7,57
2,1,22,178,65,20.52,1.6,-0.8,0.5,0,summer,2018/7/12,12:00:00,26.9,57
2,1,22,178,65,20.52,1.6,0.3,1.9,0,summer,2018/7/12,14:20:00,25.9,53
2,1,22,178,65,20.52,1.6,0.3,0.8,0,summer,2018/7/12,14:30:00,25.8,53
2,1,22,178,65,20.52,1.6,-0.2,0.9,0,summer,2018/7/12,15:00:00,24.5,45
2,1,22,178,65,20.52,1.6,-0.5,0.7,0,summer,2018/7/12,15:30:00,25.2,49
2,1,22,178,65,20.52,1.6,-0.1,1.7,0,summer,2018/7/12,16:00:00,24.7,48
2,1,22,178,65,20.52,1.6,-0.6,1.7,0,summer,2018/7/12,16:30:00,24.7,51
2,1,22,178,65,20.52,1.6,-0.2,1.6,0,summer,2018/7/12,17:00:00,26.1,59
2,1,22,178,65,20.52,1.6,0,1.7,0,summer,2018/7/12,17:30:00,26.6,57
2,1,22,178,65,20.52,1.6,0.3,1.3,0,summer,2018/7/13,8:50:00,25.9,63
2,1,22,178,65,20.52,1.6,-0.2,1.7,0,summer,2018/7/13,9:00:00,26.3,64
2,1,22,178,65,20.52,1.6,-0.1,1.1,0,summer,2018/7/13,9:30:00,25.7,60
2,1,22,178,65,20.52,1.6,-0.8,0.7,0,summer,2018/7/13,10:00:00,25.1,54
2,1,22,178,65,20.52,1.6,-0.7,0.3,0,summer,2018/7/13,10:30:00,24.2,49
2,1,22,178,65,20.52,1.6,-0.7,0.2,0,summer,2018/7/13,11:00:00,24.6,55
2,1,22,178,65,20.52,1.6,-0.2,0.7,0,summer,2018/7/13,11:30:00,24.5,54
2,1,22,178,65,20.52,1.6,0.2,1.3,0,summer,2018/7/13,12:00:00,24.1,55
2,1,22,178,65,20.52,1.6,0.2,1.3,0,summer,2018/7/13,14:20:00,24.1,55
2,1,22,178,65,20.52,1.6,0.2,1.3,0,summer,2018/7/13,14:30:00,24.1,55
2,1,22,178,65,20.52,1.6,0.2,1.3,0,summer,2018/7/13,15:00:00,24.1,55
2,1,22,178,65,20.52,1.6,-0.7,0.9,0,summer,2018/7/13,15:30:00,24.2,52
2,1,22,178,65,20.52,1.6,0,1.2,0,summer,2018/7/13,16:00:00,24.6,50
2,1,22,178,65,20.52,1.6,0.2,1.8,0,summer,2018/7/13,16:30:00,26.6,52
2,1,22,178,65,20.52,1.6,0.2,1.7,0,summer,2018/7/13,17:00:00,27,56
2,1,22,178,65,20.52,1.6,0.7,1.6,0,summer,2018/7/13,17:30:00,27.3,57
2,1,22,178,65,20.52,1.6,1.2,-0.8,0,summer,2018/7/16,8:50:00,28.2,59
2,1,22,178,65,20.52,1.6,1.7,0.8,0,summer,2018/7/16,9:00:00,28.4,59
2,1,22,178,65,20.52,1.6,-0.2,0.5,0,summer,2018/7/16,9:30:00,24.8,55
2,1,22,178,65,20.52,1.6,-0.2,0.5,0,summer,2018/7/16,10:00:00,24.8,55
2,1,22,178,65,20.52,1.6,-0.2,0.5,0,summer,2018/7/16,10:30:00,24.8,55
2,1,22,178,65,20.52,1.6,-0.2,0.5,0,summer,2018/7/16,11:00:00,24.8,55
2,1,22,178,65,20.52,1.6,-0.2,0.5,0,summer,2018/7/16,11:30:00,24.8,55
2,1,22,178,65,20.52,1.6,-0.2,0.5,0,summer,2018/7/16,12:00:00,24.8,55
2,1,22,178,65,20.52,1.6,-0.2,0.5,0,summer,2018/7/16,14:20:00,24.8,55
2,1,22,178,65,20.52,1.6,-0.3,0.5,0,summer,2018/7/16,14:30:00,24.8,55
2,1,22,178,65,20.52,1.6,0,1.6,0,summer,2018/7/16,15:00:00,24.9,53
2,1,22,178,65,20.52,1.6,0,1.2,0,summer,2018/7/16,15:30:00,25.3,53
2,1,22,178,65,20.52,1.6,-0.3,1.6,1,summer,2018/7/16,16:00:00,25.1,50
2,1,22,178,65,20.52,1.6,-1,1.7,1,summer,2018/7/16,16:30:00,22,52
2,1,22,178,65,20.52,1.6,-0.7,-0.7,1,summer,2018/7/16,17:00:00,21.9,54
2,1,22,178,65,20.52,1.6,-1.2,-0.9,1,summer,2018/7/16,17:30:00,21.9,53
2,1,22,178,65,20.52,1.6,0.7,0.2,1,summer,2018/7/16,18:00:00,21.6,52
2,1,22,178,65,20.52,1.6,-0.3,0.8,0,summer,2018/7/17,8:50:00,22.4,54
2,1,22,178,65,20.52,1.6,-0.7,1.2,0,summer,2018/7/17,9:00:00,22.2,52
2,1,22,178,65,20.52,1.6,0.3,1.3,0,summer,2018/7/17,9:30:00,23.6,54
2,1,22,178,65,20.52,1.6,0.2,0.5,0,summer,2018/7/17,10:00:00,25.1,57
2,1,22,178,65,20.52,1.6,0.2,0.8,0,summer,2018/7/17,10:30:00,25.7,59
2,1,22,178,65,20.52,1.6,0.2,0.8,0,summer,2018/7/17,11:00:00,25.7,59
2,1,22,178,65,20.52,1.6,1.3,1.7,0,summer,2018/7/17,11:30:00,26.7,58
2,1,22,178,65,20.52,1.6,0,1.7,0,summer,2018/7/17,12:00:00,27.2,58
2,1,22,178,65,20.52,1.6,0,1.7,0,summer,2018/7/17,14:20:00,27.4,59
2,1,22,178,65,20.52,1.6,1.1,2.1,0,summer,2018/7/17,14:30:00,27.8,62
2,1,22,178,65,20.52,1.6,0,1.1,1,summer,2018/7/17,15:00:00,23.6,54
2,1,22,178,65,20.52,1.6,-1,-0.3,1,summer,2018/7/17,15:30:00,22.3,50
2,1,22,178,65,20.52,1.6,-1.2,-0.5,1,summer,2018/7/17,16:00:00,21.7,52
2,1,22,178,65,20.52,1.6,-1,-0.5,1,summer,2018/7/17,16:30:00,23,55
2,1,22,178,65,20.52,1.6,-0.1,1.5,0,summer,2018/7/17,17:00:00,26.5,52
2,1,22,178,65,20.52,1.6,-0.1,1.5,0,summer,2018/7/17,17:30:00,26.5,52
2,1,22,178,65,20.52,1.6,-0.1,1.5,0,summer,2018/7/18,8:50:00,26.5,52
2,1,22,178,65,20.52,1.6,1,1.4,0,summer,2018/7/18,9:00:00,27.8,60
2,1,22,178,65,20.52,1.6,-0.7,1.2,0,summer,2018/7/18,9:30:00,23.4,50
2,1,22,178,65,20.52,1.6,-0.8,1.2,0,summer,2018/7/18,10:00:00,21.6,53
2,1,22,178,65,20.52,1.6,0.2,0.8,0,summer,2018/7/18,10:30:00,24.7,53
2,1,22,178,65,20.52,1.6,0.2,0.7,0,summer,2018/7/18,11:00:00,25.1,52
2,1,22,178,65,20.52,1.6,0.2,0.8,0,summer,2018/7/18,11:30:00,27.3,53
2,1,22,178,65,20.52,1.6,0.3,0.2,0,summer,2018/7/18,12:00:00,28.2,53
2,1,22,178,65,20.52,1.6,0,1.7,0,summer,2018/7/18,14:20:00,27.3,48
2,1,22,178,65,20.52,1.6,0.7,1.6,0,summer,2018/7/18,14:30:00,27.4,49
2,1,22,178,65,20.52,1.6,0.5,1.5,0,summer,2018/7/18,15:00:00,28,48
2,1,22,178,65,20.52,1.6,0,1.7,0,summer,2018/7/18,15:30:00,28.4,47
2,1,22,178,65,20.52,1.6,-0.6,1.7,1,summer,2018/7/18,16:00:00,23.5,47
2,1,22,178,65,20.52,1.6,-0.5,0.8,1,summer,2018/7/18,16:30:00,22.5,47
2,1,22,178,65,20.52,1.6,0,1.7,1,summer,2018/7/18,17:00:00,22.5,47
2,1,22,178,65,20.52,1.6,0.8,0.7,0,summer,2018/7/18,17:30:00,25,48
2,1,22,178,65,20.52,1.6,-1,-1,0,summer,2018/7/19,8:50:00,30,59
2,1,22,178,65,20.52,1.6,-1,-1,0,summer,2018/7/19,9:00:00,29.9,57
2,1,22,178,65,20.52,1.6,0,0,1,summer,2018/7/19,9:30:00,27.1,46
2,1,22,178,65,20.52,1.6,0,0,1,summer,2018/7/19,10:00:00,27,45
2,1,22,178,65,20.52,1.6,0,0,1,summer,2018/7/19,10:30:00,26.6,47
2,1,22,178,65,20.52,1.6,-0.5,1,1,summer,2018/7/19,11:00:00,27,44
2,1,22,178,65,20.52,1.6,-0.5,1,1,summer,2018/7/19,11:30:00,26.2,47
2,1,22,178,65,20.52,1.6,-0.5,1,1,summer,2018/7/19,12:00:00,26.4,47
2,1,22,178,65,20.52,1.6,2,-1.5,1,summer,2018/7/19,14:20:00,30.5,52
2,1,22,178,65,20.52,1.6,2,-1.5,1,summer,2018/7/19,14:30:00,30.5,52
2,1,22,178,65,20.52,1.6,-1,-0.5,1,summer,2018/7/19,15:00:00,27.9,40
2,1,22,178,65,20.52,1.6,-0.5,-0.5,1,summer,2018/7/19,15:30:00,27.7,39
2,1,22,178,65,20.52,1.6,0,-1,1,summer,2018/7/19,16:00:00,27.6,41
2,1,22,178,65,20.52,1.6,0,0,1,summer,2018/7/19,16:30:00,27.4,44
2,1,22,178,65,20.52,1.6,-1,1,1,summer,2018/7/19,17:00:00,27.8,40
2,1,22,178,65,20.52,1.6,0.5,1,0,summer,2018/7/19,17:30:00,27.3,41
2,1,22,178,65,20.52,1.6,1,1,0,summer,2018/7/20,8:50:00,31.6,56
2,1,22,178,65,20.52,1.6,0.5,0.5,0,summer,2018/7/20,9:00:00,31,57
2,1,22,178,65,20.52,1.6,1,1,0,summer,2018/7/20,9:30:00,29.5,45
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,10:00:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,10:30:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,11:00:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,11:30:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,12:00:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,14:20:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,14:30:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,15:00:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,15:30:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,16:00:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,16:30:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,17:00:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/20,17:30:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/21,8:50:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/21,9:00:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/21,9:30:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/21,10:00:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,0,0,summer,2018/7/21,10:30:00,29.7,43
2,1,22,178,65,20.52,1.6,0.5,1,0,summer,2018/7/21,11:00:00,27.2,44
2,1,22,178,65,20.52,1.6,-0.5,1,0,summer,2018/7/21,11:30:00,27.2,43
2,1,22,178,65,20.52,1.6,-0.5,1,0,summer,2018/7/21,12:00:00,27.1,44
2,1,22,178,65,20.52,1.6,-0.5,1,0,summer,2018/7/21,14:20:00,25.7,46
2,1,22,178,65,20.52,1.6,-0.5,1.5,0,summer,2018/7/21,14:30:00,25.6,44
2,1,22,178,65,20.52,1.6,-1,-0.5,0,summer,2018/7/21,15:00:00,28.4,38
2,1,22,178,65,20.52,1.6,-0.5,-1,0,summer,2018/7/21,15:30:00,28.1,40
2,1,22,178,65,20.52,1.6,0,-1,1,summer,2018/7/21,16:00:00,25.3,44
2,1,22,178,65,20.52,1.6,0,0,0,summer,2018/7/21,16:30:00,26.4,42
2,1,22,178,65,20.52,1.6,-1,1,0,summer,2018/7/21,17:00:00,26.9,45
2,1,22,178,65,20.52,1.6,0.5,1,0,summer,2018/7/21,17:30:00,26.3,44
3,1,23,181,70,21.37,2.01,0.5,1,0,summer,2018/7/11,8:50:00,26.3,44
3,1,23,181,70,21.37,2.01,0.5,1,0,summer,2018/7/11,9:00:00,26.3,44
3,1,23,181,70,21.37,2.01,-0.3,2.7,0,summer,2018/7/11,9:30:00,25.2,54
3,1,23,181,70,21.37,2.01,-1,2.2,0,summer,2018/7/11,10:00:00,25,52
3,1,23,181,70,21.37,2.01,-0.8,1.2,0,summer,2018/7/11,10:30:00,24.9,54
3,1,23,181,70,21.37,2.01,-0.7,1.2,0,summer,2018/7/11,11:00:00,24.6,51
3,1,23,181,70,21.37,2.01,-0.7,0.7,0,summer,2018/7/11,11:30:00,24.5,52
3,1,23,181,70,21.37,2.01,0,0.7,0,summer,2018/7/11,12:00:00,25.9,52
3,1,23,181,70,21.37,2.01,-0.2,2.7,0,summer,2018/7/11,14:20:00,26,57
3,1,23,181,70,21.37,2.01,-0.2,2.7,0,summer,2018/7/11,14:30:00,26,57
3,1,23,181,70,21.37,2.01,0,2.5,0,summer,2018/7/11,15:00:00,25.2,53
3,1,23,181,70,21.37,2.01,0,2.5,0,summer,2018/7/11,15:30:00,24.8,51
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/11,16:00:00,24.7,53
3,1,23,181,70,21.37,2.01,-0.8,2.7,0,summer,2018/7/11,16:30:00,24.3,50
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/11,17:00:00,25.9,52
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/11,17:30:00,26.5,53
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/13,8:50:00,26.5,53
3,1,23,181,70,21.37,2.01,-1.2,0.8,0,summer,2018/7/13,9:00:00,23.4,61
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/13,9:30:00,25,60
3,1,23,181,70,21.37,2.01,0.3,2.7,0,summer,2018/7/13,10:00:00,25.5,60
3,1,23,181,70,21.37,2.01,0.2,2.6,0,summer,2018/7/13,10:30:00,26,59
3,1,23,181,70,21.37,2.01,0.3,2.7,0,summer,2018/7/13,11:00:00,26.3,59
3,1,23,181,70,21.37,2.01,0.3,2.5,0,summer,2018/7/13,11:30:00,26.7,58
3,1,23,181,70,21.37,2.01,0,2.5,0,summer,2018/7/13,12:00:00,25.1,54
3,1,23,181,70,21.37,2.01,-1.1,2.6,0,summer,2018/7/13,14:20:00,24.3,55
3,1,23,181,70,21.37,2.01,-0.9,2.7,0,summer,2018/7/13,14:30:00,24.4,53
3,1,23,181,70,21.37,2.01,-1,2.7,0,summer,2018/7/13,15:00:00,24.7,51
3,1,23,181,70,21.37,2.01,-0.5,2.7,0,summer,2018/7/13,15:30:00,25,51
3,1,23,181,70,21.37,2.01,0,2.8,0,summer,2018/7/13,16:00:00,25.2,51
3,1,23,181,70,21.37,2.01,0,2.8,0,summer,2018/7/13,16:30:00,25.2,52
3,1,23,181,70,21.37,2.01,-0.5,2.6,0,summer,2018/7/13,17:00:00,25.1,52
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/13,17:30:00,25.2,53
3,1,23,181,70,21.37,2.01,-1.7,2.2,0,summer,2018/7/14,8:50:00,22.5,60
3,1,23,181,70,21.37,2.01,-1.2,2.2,0,summer,2018/7/14,9:00:00,22.7,67
3,1,23,181,70,21.37,2.01,-0.5,2.7,0,summer,2018/7/14,9:30:00,24.5,64
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/14,10:00:00,25.3,63
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/14,10:30:00,25.8,64
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/14,11:00:00,26.4,63
3,1,23,181,70,21.37,2.01,-0.4,2.7,0,summer,2018/7/14,11:30:00,24.9,54
3,1,23,181,70,21.37,2.01,-0.5,2.8,0,summer,2018/7/14,12:00:00,24.7,52
3,1,23,181,70,21.37,2.01,-1,2.5,0,summer,2018/7/14,14:20:00,23.5,57
3,1,23,181,70,21.37,2.01,-1,2.5,0,summer,2018/7/14,14:30:00,23.6,58
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/14,15:00:00,25.2,56
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/14,15:30:00,25.8,54
3,1,23,181,70,21.37,2.01,0.2,2.5,0,summer,2018/7/14,16:00:00,26.5,52
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/14,16:30:00,26.7,51
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/14,17:00:00,25.4,49
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/14,17:30:00,25.4,48
3,1,23,181,70,21.37,2.01,1.2,2.3,0,summer,2018/7/15,8:50:00,27.5,60
3,1,23,181,70,21.37,2.01,1,2.2,0,summer,2018/7/15,9:00:00,27.6,61
3,1,23,181,70,21.37,2.01,0,2.8,0,summer,2018/7/15,9:30:00,26.4,53
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/15,10:00:00,26.3,53
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/15,10:30:00,26.1,51
3,1,23,181,70,21.37,2.01,-0.5,2.7,0,summer,2018/7/15,11:00:00,25.3,46
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/15,11:30:00,26.4,50
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/15,12:00:00,26.7,51
3,1,23,181,70,21.37,2.01,0.2,2.7,0,summer,2018/7/15,14:20:00,26.8,52
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/15,14:30:00,26.8,52
3,1,23,181,70,21.37,2.01,0.5,2.5,0,summer,2018/7/15,15:00:00,27.1,53
3,1,23,181,70,21.37,2.01,0.7,2.2,0,summer,2018/7/15,15:30:00,27.5,51
3,1,23,181,70,21.37,2.01,0,2.8,0,summer,2018/7/15,16:00:00,26.5,48
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/15,16:30:00,26.5,49
3,1,23,181,70,21.37,2.01,0,2.8,0,summer,2018/7/15,17:00:00,26.3,47
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/15,17:30:00,26.4,48
3,1,23,181,70,21.37,2.01,1,2,0,summer,2018/7/16,8:50:00,28.2,56
3,1,23,181,70,21.37,2.01,1,2,0,summer,2018/7/16,9:00:00,28.2,57
3,1,23,181,70,21.37,2.01,0,2.8,0,summer,2018/7/16,9:30:00,26.8,50
3,1,23,181,70,21.37,2.01,0,0,0,summer,2018/7/16,10:00:00,50,2.7
3,1,23,181,70,21.37,2.01,0,2.7,0,summer,2018/7/16,10:30:00,26.1,47
4,0,22,162,53,20.2,0.52,2,0.5,0,summer,2018/7/7,8:50:00,27.9,56
4,0,22,162,53,20.2,0.52,3,0.5,0,summer,2018/7/7,9:00:00,27.1,56
4,0,22,162,53,20.2,0.52,1.5,0.7,0,summer,2018/7/7,9:30:00,26.5,59
4,0,22,162,53,20.2,0.52,0,2,0,summer,2018/7/7,10:00:00,27.1,52
4,0,22,162,53,20.2,0.52,-0.5,2.5,0,summer,2018/7/7,10:30:00,26.9,51
4,0,22,162,53,20.2,0.52,-0.5,2.5,0,summer,2018/7/7,11:00:00,26.7,50
4,0,22,162,53,20.2,0.52,-0.5,1.5,0,summer,2018/7/7,11:30:00,26.3,44
4,0,22,162,53,20.2,0.52,-1,1,0,summer,2018/7/7,12:00:00,26.2,44
4,0,22,162,53,20.2,0.52,1,0.5,0,summer,2018/7/7,14:20:00,24.9,48
4,0,22,162,53,20.2,0.52,0.5,1.5,0,summer,2018/7/7,14:30:00,25.9,47
4,0,22,162,53,20.2,0.52,0,2.5,0,summer,2018/7/7,15:00:00,26.1,44
4,0,22,162,53,20.2,0.52,0.5,1.55,0,summer,2018/7/7,15:30:00,27.5,47
4,0,22,162,53,20.2,0.52,2.5,-0.5,0,summer,2018/7/7,16:00:00,27.7,48
4,0,22,162,53,20.2,0.52,0.5,1.5,0,summer,2018/7/7,16:30:00,27,50
4,0,22,162,53,20.2,0.52,-1,1,0,summer,2018/7/7,17:00:00,26.1,42
4,0,22,162,53,20.2,0.52,-1.5,-0.5,0,summer,2018/7/7,17:30:00,25.3,43
4,0,22,162,53,20.2,0.52,1,-1.5,0,summer,2018/7/8,8:50:00,21.8,63
4,0,22,162,53,20.2,0.52,1,-0.5,0,summer,2018/7/8,9:00:00,22.1,62
4,0,22,162,53,20.2,0.52,-2,-2,0,summer,2018/7/8,9:30:00,22.5,57
4,0,22,162,53,20.2,0.52,-0.5,0.5,0,summer,2018/7/8,10:00:00,24.2,55
4,0,22,162,53,20.2,0.52,-0.5,1,0,summer,2018/7/8,10:30:00,25.2,63
4,0,22,162,53,20.2,0.52,-0.5,1.5,0,summer,2018/7/8,11:00:00,25.8,68
4,0,22,162,53,20.2,0.52,-0.5,2,0,summer,2018/7/8,11:30:00,26,64
4,0,22,162,53,20.2,0.52,-0.5,1.5,0,summer,2018/7/8,12:00:00,26.3,62
4,0,22,162,53,20.2,0.52,1.5,-0.5,0,summer,2018/7/8,14:20:00,23.2,55
4,0,22,162,53,20.2,0.52,-0.5,-0.5,0,summer,2018/7/8,14:30:00,22.9,58
4,0,22,162,53,20.2,0.52,-1.5,-1.5,0,summer,2018/7/8,15:00:00,22.6,56
4,0,22,162,53,20.2,0.52,0,1.5,0,summer,2018/7/8,15:30:00,25.2,58
4,0,22,162,53,20.2,0.52,0,2.5,0,summer,2018/7/8,16:00:00,25.7,59
4,0,22,162,53,20.2,0.52,0,2.5,0,summer,2018/7/8,16:30:00,26.1,61
4,0,22,162,53,20.2,0.52,0.5,0.5,0,summer,2018/7/8,17:00:00,26.3,62
4,0,22,162,53,20.2,0.52,1,-0.5,0,summer,2018/7/8,17:30:00,26.5,63
4,0,22,162,53,20.2,0.52,-3,-3,0,summer,2018/7/9,8:50:00,21.7,61
4,0,22,162,53,20.2,0.52,-1.5,-1,0,summer,2018/7/9,9:00:00,22.4,64
4,0,22,162,53,20.2,0.52,-2,-2,0,summer,2018/7/9,9:30:00,22.2,59
4,0,22,162,53,20.2,0.52,-1,0.5,0,summer,2018/7/9,10:00:00,24.7,57
4,0,22,162,53,20.2,0.52,0,1.5,0,summer,2018/7/9,10:30:00,25.4,60
4,0,22,162,53,20.2,0.52,0,2,0,summer,2018/7/9,11:00:00,25.7,60
4,0,22,162,53,20.2,0.52,0,1.5,0,summer,2018/7/9,11:30:00,26,60
4,0,22,162,53,20.2,0.52,0,1,0,summer,2018/7/9,12:00:00,26.2,60
4,0,22,162,53,20.2,0.52,2,-1,0,summer,2018/7/9,14:20:00,25.9,60
4,0,22,162,53,20.2,0.52,2,-1,0,summer,2018/7/9,14:30:00,26.1,60
4,0,22,162,53,20.2,0.52,0,0.5,0,summer,2018/7/9,15:00:00,25,58
4,0,22,162,53,20.2,0.52,-1,0,0,summer,2018/7/9,15:30:00,24.6,60
4,0,22,162,53,20.2,0.52,-1,-1,0,summer,2018/7/9,16:00:00,24.8,53
4,0,22,162,53,20.2,0.52,0,1,0,summer,2018/7/9,16:30:00,24.5,60
4,0,22,162,53,20.2,0.52,0.5,1,0,summer,2018/7/9,17:00:00,24.4,60
4,0,22,162,53,20.2,0.52,0.5,1.5,0,summer,2018/7/9,17:30:00,24.4,61
4,0,22,162,53,20.2,0.52,2.5,-1.5,0,summer,2018/7/10,8:50:00,26.1,59
4,0,22,162,53,20.2,0.52,2,-2,0,summer,2018/7/10,9:00:00,26.4,60
4,0,22,162,53,20.2,0.52,1,0,0,summer,2018/7/10,9:30:00,26.9,60
4,0,22,162,53,20.2,0.52,0,1,0,summer,2018/7/10,10:00:00,24.8,59
4,0,22,162,53,20.2,0.52,-1,-1,0,summer,2018/7/10,10:30:00,24.4,56
4,0,22,162,53,20.2,0.52,-2,-1.5,0,summer,2018/7/10,11:00:00,23.7,53
4,0,22,162,53,20.2,0.52,-0.5,0.5,0,summer,2018/7/10,11:30:00,25.1,50
4,0,22,162,53,20.2,0.52,-1.5,-0.5,0,summer,2018/7/10,12:00:00,24.9,49
4,0,22,162,53,20.2,0.52,2,-2,0,summer,2018/7/10,14:20:00,24,55
4,0,22,162,53,20.2,0.52,0.5,1.5,0,summer,2018/7/10,14:30:00,24.4,55
4,0,22,162,53,20.2,0.52,0,2.5,0,summer,2018/7/10,15:00:00,25.9,55
4,0,22,162,53,20.2,0.52,-0.5,2,0,summer,2018/7/10,15:30:00,26.7,55
4,0,22,162,53,20.2,0.52,0.5,-0.5,0,summer,2018/7/10,16:00:00,26.8,59
4,0,22,162,53,20.2,0.52,0,3,0,summer,2018/7/10,16:30:00,27.2,60
4,0,22,162,53,20.2,0.52,0.5,1.5,0,summer,2018/7/10,17:00:00,27.4,60
4,0,22,162,53,20.2,0.52,1,1,0,summer,2018/7/10,17:30:00,27.5,61
4,0,22,162,53,20.2,0.52,3,-3,0,summer,2018/7/11,8:50:00,26.4,60
4,0,22,162,53,20.2,0.52,2.5,-2.5,0,summer,2018/7/11,9:00:00,26.4,61
4,0,22,162,53,20.2,0.52,2.5,-1.5,0,summer,2018/7/11,9:30:00,26.9,61
4,0,22,162,53,20.2,0.52,-1,0.5,0,summer,2018/7/11,10:00:00,24.5,58
4,0,22,162,53,20.2,0.52,-1.5,0.5,0,summer,2018/7/11,10:30:00,24,54
4,0,22,162,53,20.2,0.52,-2,-2,0,summer,2018/7/11,11:00:00,24,53
4,0,22,162,53,20.2,0.52,-2,-2.5,0,summer,2018/7/11,11:30:00,24.2,54
4,0,22,162,53,20.2,0.52,-3,-3,0,summer,2018/7/11,12:00:00,23.5,53
4,0,22,162,53,20.2,0.52,2,-2,0,summer,2018/7/11,14:20:00,23.3,56
4,0,22,162,53,20.2,0.52,0,1.5,0,summer,2018/7/11,14:30:00,23.9,57
4,0,22,162,53,20.2,0.52,0,0.5,0,summer,2018/7/11,15:00:00,24.5,52
4,0,22,162,53,20.2,0.52,0.5,0.5,0,summer,2018/7/11,15:30:00,25.2,51
4,0,22,162,53,20.2,0.52,-0.5,1.5,0,summer,2018/7/11,16:00:00,25.8,53
4,0,22,162,53,20.2,0.52,1,0.5,0,summer,2018/7/11,16:30:00,26.3,53
4,0,22,162,53,20.2,0.52,1,0.5,0,summer,2018/7/11,17:00:00,26.5,55
4,0,22,162,53,20.2,0.52,1,-1,0,summer,2018/7/11,17:30:00,26.8,57
4,0,22,162,53,20.2,0.52,2.5,-1.5,0,summer,2018/7/12,8:50:00,22.1,58
4,0,22,162,53,20.2,0.52,0.5,1.5,0,summer,2018/7/12,9:00:00,23,57
4,0,22,162,53,20.2,0.52,-0.5,0.5,0,summer,2018/7/12,9:30:00,23.5,57
4,0,22,162,53,20.2,0.52,1,0.5,0,summer,2018/7/12,10:00:00,25,56
4,0,22,162,53,20.2,0.52,1.5,-0.5,0,summer,2018/7/12,10:30:00,25.6,56
4,0,22,162,53,20.2,0.52,0,2,0,summer,2018/7/12,11:00:00,26,57
4,0,22,162,53,20.2,0.52,0,2,0,summer,2018/7/12,11:30:00,26.4,57
4,0,22,162,53,20.2,0.52,0,3,0,summer,2018/7/12,12:00:00,26.5,57
4,0,22,162,53,20.2,0.52,2,-2.5,0,summer,2018/7/12,14:20:00,26.1,57
4,0,22,162,53,20.2,0.52,1,1,0,summer,2018/7/12,14:30:00,25,56
4,0,22,162,53,20.2,0.52,0,1,0,summer,2018/7/12,15:00:00,24.4,45
4,0,22,162,53,20.2,0.52,-1,1.5,0,summer,2018/7/12,15:30:00,23.7,53
4,0,22,162,53,20.2,0.52,-1.5,-1.5,0,summer,2018/7/12,16:00:00,23,52
