ta,hr,tsv
22.0,60.0,0
22.0,60.5,0
22.0,61.0,0
22.0,61.5,0
22.0,62.0,0
22.0,62.5,0
22.0,63.0,0
22.0,63.5,0
22.0,64.0,0
22.0,64.5,0
22.0,65.0,0
22.0,65.5,0
22.0,66.0,0
22.0,66.5,0
22.0,67.0,0
22.0,67.5,0
22.0,68.0,0
22.0,68.5,0
22.0,69.0,0
22.0,69.5,0
22.0,70.0,0
22.0,70.5,0
22.0,71.0,0
22.0,71.5,0
22.0,72.0,0
22.0,72.5,0
22.0,73.0,0
22.0,73.5,0
22.0,74.0,0
22.0,74.5,0
22.0,75.0,0
22.5,50.0,0
22.5,50.5,0
22.5,51.0,0
22.5,51.5,0
22.5,52.0,0
22.5,52.5,0
22.5,53.0,0
22.5,53.5,0
22.5,54.0,0
22.5,54.5,0
22.5,55.0,0
22.5,55.5,0
22.5,56.0,0
22.5,56.5,0
22.5,57.0,0
22.5,57.5,0
22.5,58.0,0
22.5,58.5,0
22.5,59.0,0
22.5,59.5,0
22.5,60.0,0
22.5,60.5,0
22.5,61.0,0
22.5,61.5,0
22.5,62.0,0
22.5,62.5,0
22.5,63.0,0
22.5,63.5,0
22.5,64.0,0
22.5,64.5,0
22.5,65.0,0
22.5,65.5,0
22.5,66.0,0
22.5,66.5,0
22.5,67.0,0
22.5,67.5,0
22.5,68.0,0
22.5,68.5,0
22.5,69.0,0
22.5,69.5,0
22.5,70.0,0
22.5,70.5,0
22.5,71.0,0
22.5,71.5,0
22.5,72.0,0
22.5,72.5,0
22.5,73.0,1
22.5,73.5,1
22.5,74.0,1
22.5,74.5,1
22.5,75.0,1
23.0,50.0,1
23.0,50.5,1
23.0,51.0,1
23.0,51.5,1
23.0,52.0,1
23.0,52.5,1
23.0,53.0,1
23.0,53.5,1
23.0,54.0,1
23.0,54.5,1
23.0,55.0,1
23.0,55.5,1
23.0,56.0,1
23.0,56.5,1
23.0,57.0,1
23.0,57.5,1
23.0,58.0,1
23.0,58.5,1
23.0,59.0,1
23.0,59.5,1
23.0,60.0,1
23.0,60.5,1
23.0,61.0,1
23.0,61.5,1
23.0,62.0,1
23.0,62.5,1
23.0,63.0,1
23.0,63.5,1
23.0,64.0,1
23.0,64.5,1
23.0,65.0,1
23.0,65.5,1
23.0,66.0,1
23.0,66.5,1
23.0,67.0,1
23.0,67.5,1
23.0,68.0,1
23.0,68.5,1
23.0,69.0,1
23.0,69.5,1
23.0,70.0,1
23.0,70.5,1
23.0,71.0,1
23.0,71.5,1
23.0,72.0,1
23.0,72.5,1
23.0,73.0,1
23.0,73.5,1
23.0,74.0,1
23.0,74.5,1
23.0,75.0,1
23.5,50.0,1
23.5,50.5,1
23.5,51.0,1
23.5,51.5,1
23.5,52.0,1
23.5,52.5,1
23.5,53.0,1
23.5,53.5,1
23.5,54.0,1
23.5,54.5,1
23.5,55.0,1
23.5,55.5,1
23.5,56.0,1
23.5,56.5,1
23.5,57.0,1
23.5,57.5,1
23.5,58.0,1
23.5,58.5,1
23.5,59.0,1
23.5,59.5,1
23.5,60.0,1
23.5,60.5,1
23.5,61.0,1
23.5,61.5,1
23.5,62.0,1
23.5,62.5,1
23.5,63.0,1
23.5,63.5,1
23.5,64.0,1
23.5,64.5,1
23.5,65.0,1
23.5,65.5,1
23.5,66.0,1
23.5,66.5,1
23.5,67.0,1
23.5,67.5,1
23.5,68.0,1
23.5,68.5,1
23.5,69.0,1
23.5,69.5,1
23.5,70.0,1
23.5,70.5,1
23.5,71.0,1
23.5,71.5,1
23.5,72.0,1
23.5,72.5,1
23.5,73.0,1
23.5,73.5,1
23.5,74.0,1
23.5,74.5,1
23.5,75.0,1
24.0,50.0,1
24.0,50.5,1
24.0,51.0,1
24.0,51.5,1
24.0,52.0,1
24.0,52.5,1
24.0,53.0,1
24.0,53.5,1
24.0,54.0,1
24.0,54.5,1
24.0,55.0,1
24.0,55.5,1
24.0,56.0,1
24.0,56.5,1
24.0,57.0,1
24.0,57.5,1
24.0,58.0,1
24.0,58.5,1
24.0,59.0,1
24.0,59.5,1
24.0,60.0,1
24.0,60.5,1
24.0,61.0,1
24.0,61.5,1
24.0,62.0,1
24.0,62.5,1
24.0,63.0,1
24.0,63.5,1
24.0,64.0,1
24.0,64.5,1
24.0,65.0,1
24.0,65.5,1
24.0,66.0,1
24.0,66.5,1
24.0,67.0,1
24.0,67.5,1
24.0,68.0,1
24.0,68.5,1
24.0,69.0,1
24.0,69.5,1
24.0,70.0,1
24.0,70.5,1
24.0,71.0,1
24.0,71.5,1
24.0,72.0,1
24.0,72.5,1
24.0,73.0,1
24.0,73.5,1
24.0,74.0,1
24.0,74.5,1
24.0,75.0,1
24.5,50.0,1
24.5,50.5,1
24.5,51.0,1
24.5,51.5,1
24.5,52.0,1
24.5,52.5,1
24.5,53.0,1
24.5,53.5,1
24.5,54.0,1
24.5,54.5,1
24.5,55.0,1
24.5,55.5,1
24.5,56.0,1
24.5,56.5,1
24.5,57.0,1
24.5,57.5,1
24.5,58.0,1
24.5,58.5,1
24.5,59.0,1
24.5,59.5,1
24.5,60.0,1
24.5,60.5,1
24.5,61.0,1
24.5,61.5,1
24.5,62.0,1
24.5,62.5,1
24.5,63.0,1
24.5,63.5,1
24.5,64.0,1
24.5,64.5,1
24.5,65.0,1
24.5,65.5,1
24.5,66.0,1
24.5,66.5,1
24.5,67.0,1
24.5,67.5,1
24.5,68.0,1
24.5,68.5,1
24.5,69.0,1
24.5,69.5,1
24.5,70.0,1
24.5,70.5,1
24.5,71.0,1
24.5,71.5,1
24.5,72.0,1
24.5,72.5,1
24.5,73.0,1
24.5,73.5,1
24.5,74.0,1
24.5,74.5,1
24.5,75.0,1
25.0,50.0,1
25.0,50.5,1
25.0,51.0,1
25.0,51.5,1
25.0,52.0,1
25.0,52.5,1
25.0,53.0,1
25.0,53.5,1
25.0,54.0,1
25.0,54.5,1
25.0,55.0,1
25.0,55.5,1
25.0,56.0,1
25.0,56.5,1
25.0,57.0,1
25.0,57.5,1
25.0,58.0,1
25.0,58.5,1
25.0,59.0,1
25.0,59.5,1
25.0,60.0,1
25.0,60.5,1
25.0,61.0,1
25.0,61.5,1
25.0,62.0,1
25.0,62.5,1
25.0,63.0,1
25.0,63.5,1
25.0,64.0,1
25.0,64.5,1
25.0,65.0,1
25.0,65.5,1
25.0,66.0,1
25.0,66.5,1
25.0,67.0,1
25.0,67.5,1
25.0,68.0,1
25.0,68.5,1
25.0,69.0,1
25.0,69.5,1
25.0,70.0,1
25.0,70.5,1
25.0,71.0,1
25.0,71.5,1
25.0,72.0,1
25.0,72.5,1
25.0,73.0,1
25.0,73.5,1
25.0,74.0,1
25.0,74.5,1
25.0,75.0,1
25.5,50.0,1
25.5,50.5,1
25.5,51.0,1
25.5,51.5,1
25.5,52.0,1
25.5,52.5,1
25.5,53.0,1
25.5,53.5,1
25.5,54.0,1
25.5,54.5,1
25.5,55.0,1
25.5,55.5,1
25.5,56.0,1
25.5,56.5,1
25.5,57.0,1
25.5,57.5,1
25.5,58.0,1
25.5,58.5,1
25.5,59.0,1
25.5,59.5,1
25.5,60.0,1
25.5,60.5,1
25.5,61.0,1
25.5,61.5,1
25.5,62.0,1
25.5,62.5,1
25.5,63.0,1
25.5,63.5,1
25.5,64.0,1
25.5,64.5,1
25.5,65.0,1
25.5,65.5,1
25.5,66.0,1
25.5,66.5,1
25.5,67.0,1
25.5,67.5,1
25.5,68.0,1
25.5,68.5,2
25.5,69.0,2
25.5,69.5,2
25.5,70.0,2
25.5,70.5,2
25.5,71.0,2
25.5,71.5,2
25.5,72.0,2
25.5,72.5,2
25.5,73.0,2
25.5,73.5,2
25.5,74.0,2
25.5,74.5,2
25.5,75.0,2
26.0,50.0,2
26.0,50.5,2
26.0,51.0,2
26.0,51.5,2
26.0,52.0,2
26.0,52.5,2
26.0,53.0,2
26.0,53.5,2
26.0,54.0,2
26.0,54.5,2
26.0,55.0,2
26.0,55.5,2
26.0,56.0,2
26.0,56.5,2
26.0,57.0,2
26.0,57.5,2
26.0,58.0,2
26.0,58.5,2
26.0,59.0,2
26.0,59.5,2
26.0,60.0,2
26.0,60.5,2
26.0,61.0,2
26.0,61.5,2
26.0,62.0,2
26.0,62.5,2
26.0,63.0,2
26.0,63.5,2
26.0,64.0,2
26.0,64.5,2
26.0,65.0,2
26.0,65.5,2
26.0,66.0,2
26.0,66.5,2
26.0,67.0,2
26.0,67.5,2
26.0,68.0,2
26.0,68.5,2
26.0,69.0,2
26.0,69.5,2
26.0,70.0,2
26.0,70.5,2
26.0,71.0,2
26.0,71.5,2
26.0,72.0,2
26.0,72.5,2
26.0,73.0,2
26.0,73.5,2
26.0,74.0,2
26.0,74.5,2
26.0,75.0,2
26.5,50.0,2
26.5,50.5,2
26.5,51.0,2
26.5,51.5,2
26.5,52.0,2
26.5,52.5,2
26.5,53.0,2
26.5,53.5,2
26.5,54.0,2
26.5,54.5,2
26.5,55.0,2
26.5,55.5,2
26.5,56.0,2
26.5,56.5,2
26.5,57.0,2
26.5,57.5,2
26.5,58.0,2
26.5,58.5,2
26.5,59.0,2
26.5,59.5,2
26.5,60.0,2
26.5,60.5,2
26.5,61.0,2
26.5,61.5,2
26.5,62.0,2
26.5,62.5,2
26.5,63.0,2
26.5,63.5,2
26.5,64.0,2
26.5,64.5,2
26.5,65.0,2
26.5,65.5,2
26.5,66.0,2
26.5,66.5,2
26.5,67.0,2
26.5,67.5,2
26.5,68.0,2
26.5,68.5,2
26.5,69.0,2
26.5,69.5,2
26.5,70.0,2
26.5,70.5,2
26.5,71.0,2
26.5,71.5,2
26.5,72.0,2
26.5,72.5,2
26.5,73.0,2
26.5,73.5,2
26.5,74.0,2
26.5,74.5,2
26.5,75.0,2
27.0,50.0,2
27.0,50.5,2
27.0,51.0,2
27.0,51.5,2
27.0,52.0,2
27.0,52.5,2
27.0,53.0,2
27.0,53.5,2
27.0,54.0,2
27.0,54.5,2
27.0,55.0,2
27.0,55.5,2
27.0,56.0,2
27.0,56.5,2
27.0,57.0,2
27.0,57.5,2
27.0,58.0,2
27.0,58.5,2
27.0,59.0,2
27.0,59.5,2
27.0,60.0,2
27.0,60.5,2
27.0,61.0,2
27.0,61.5,2
27.0,62.0,2
27.0,62.5,2
27.0,63.0,2
27.0,63.5,2
27.0,64.0,2
27.0,64.5,2
27.0,65.0,2
27.0,65.5,2
27.0,66.0,2
27.0,66.5,2
27.0,67.0,2
27.0,67.5,2
27.0,68.0,2
27.0,68.5,2
27.0,69.0,2
27.0,69.5,2
27.0,70.0,2
27.0,70.5,2
27.0,71.0,2
27.0,71.5,2
27.0,72.0,2
27.0,72.5,2
27.0,73.0,2
27.0,73.5,2
27.0,74.0,2
27.0,74.5,2
27.0,75.0,2
27.5,50.0,2
27.5,50.5,2
27.5,51.0,2
27.5,51.5,2
27.5,52.0,2
27.5,52.5,2
27.5,53.0,2
27.5,53.5,2
27.5,54.0,2
27.5,54.5,2
27.5,55.0,2
27.5,55.5,2
27.5,56.0,2
27.5,56.5,2
27.5,57.0,2
27.5,57.5,2
27.5,58.0,2
27.5,58.5,2
27.5,59.0,2
27.5,59.5,2
27.5,60.0,2
27.5,60.5,2
27.5,61.0,2
27.5,61.5,2
27.5,62.0,2
27.5,62.5,2
27.5,63.0,2
27.5,63.5,2
27.5,64.0,2
27.5,64.5,2
27.5,65.0,2
27.5,65.5,2
27.5,66.0,2
27.5,66.5,2
27.5,67.0,2
27.5,67.5,2
27.5,68.0,2
27.5,68.5,2
27.5,69.0,2
27.5,69.5,2
27.5,70.0,2
27.5,70.5,2
27.5,71.0,2
27.5,71.5,2
27.5,72.0,2
27.5,72.5,2
27.5,73.0,2
27.5,73.5,2
27.5,74.0,2
27.5,74.5,2
27.5,75.0,2
28.0,50.0,2
28.0,50.5,2
28.0,51.0,2
28.0,51.5,2
28.0,52.0,2
28.0,52.5,2
28.0,53.0,2
28.0,53.5,2
28.0,54.0,2
28.0,54.5,2
28.0,55.0,2
28.0,55.5,2
28.0,56.0,2
28.0,56.5,2
28.0,57.0,2
28.0,57.5,2
28.0,58.0,2
28.0,58.5,2
28.0,59.0,2
28.0,59.5,2
28.0,60.0,2
28.0,60.5,2
28.0,61.0,2
28.0,61.5,2
28.0,62.0,2
28.0,62.5,2
28.0,63.0,2
28.0,63.5,2
28.0,64.0,2
28.0,64.5,2
28.0,65.0,2
28.0,65.5,2
28.0,66.0,2
28.0,66.5,2
28.0,67.0,2
28.0,67.5,2
28.0,68.0,2
28.0,68.5,2
28.0,69.0,2
28.0,69.5,2
28.0,70.0,2
28.0,70.5,2
28.0,71.0,2
28.0,71.5,2
28.0,72.0,2
28.0,72.5,2
28.0,73.0,2
28.0,73.5,2
28.0,74.0,2
28.0,74.5,2
28.0,75.0,2
28.5,50.0,2
28.5,50.5,2
28.5,51.0,2
28.5,51.5,2
28.5,52.0,2
28.5,52.5,2
28.5,53.0,2
28.5,53.5,2
28.5,54.0,2
28.5,54.5,2
28.5,55.0,2
28.5,55.5,2
28.5,56.0,2
28.5,56.5,2
28.5,57.0,2
28.5,57.5,2
28.5,58.0,2
28.5,58.5,2
28.5,59.0,2
28.5,59.5,2
28.5,60.0,2
28.5,60.5,2
28.5,61.0,2
28.5,61.5,2
28.5,62.0,2
28.5,62.5,2
28.5,63.0,2
28.5,63.5,2
28.5,64.0,2
28.5,64.5,2
28.5,65.0,2
28.5,65.5,2
28.5,66.0,2
28.5,66.5,2
28.5,67.0,2
28.5,67.5,2
28.5,68.0,2
28.5,68.5,2
28.5,69.0,2
28.5,69.5,2
28.5,70.0,2
28.5,70.5,2
28.5,71.0,2
28.5,71.5,2
28.5,72.0,2
28.5,72.5,2
28.5,73.0,2
28.5,73.5,2
28.5,74.0,2
28.5,74.5,2
28.5,75.0,2
29.0,50.0,2
29.0,50.5,2
29.0,51.0,2
29.0,51.5,2
29.0,52.0,2
29.0,52.5,2
29.0,53.0,2
29.0,53.5,2
29.0,54.0,2
29.0,54.5,2
29.0,55.0,2
29.0,55.5,2
29.0,56.0,2
29.0,56.5,2
29.0,57.0,2
29.0,57.5,2
29.0,58.0,2
29.0,58.5,2
29.0,59.0,2
29.0,59.5,2
29.0,60.0,2
29.0,60.5,2
29.0,61.0,2
29.0,61.5,2
29.0,62.0,2
29.0,62.5,2
29.0,63.0,2
29.0,63.5,2
29.0,64.0,2
29.0,64.5,2
29.0,65.0,2
29.0,65.5,2
29.0,66.0,2
29.0,66.5,2
29.0,67.0,2
29.0,67.5,2
29.0,68.0,2
29.0,68.5,2
29.0,69.0,2
29.0,69.5,2
29.0,70.0,2
29.0,70.5,2
29.0,71.0,2
29.0,71.5,2
29.0,72.0,2
29.0,72.5,2
29.0,73.0,2
29.0,73.5,2
29.0,74.0,2
29.0,74.5,2
29.0,75.0,2
29.5,50.0,2
29.5,50.5,2
29.5,51.0,2
29.5,51.5,2
29.5,52.0,2
29.5,52.5,2
29.5,53.0,2
29.5,53.5,2
29.5,54.0,2
29.5,54.5,2
29.5,55.0,2
29.5,55.5,2
29.5,56.0,2
29.5,56.5,2
29.5,57.0,2
29.5,57.5,2
29.5,58.0,2
29.5,58.5,2
29.5,59.0,2
29.5,59.5,2
29.5,60.0,2
29.5,60.5,2
29.5,61.0,2
29.5,61.5,2
29.5,62.0,2
29.5,62.5,2
29.5,63.0,2
29.5,63.5,2
29.5,64.0,2
29.5,64.5,2
29.5,65.0,2
29.5,65.5,2
29.5,66.0,2
29.5,66.5,2
29.5,67.0,2
29.5,67.5,2
29.5,68.0,2
29.5,68.5,2
29.5,69.0,2
29.5,69.5,2
29.5,70.0,2
29.5,70.5,2
29.5,71.0,2
29.5,71.5,2
29.5,72.0,2
29.5,72.5,2
29.5,73.0,2
29.5,73.5,2
29.5,74.0,2
29.5,74.5,2
29.5,75.0,2
30.0,50.0,2
30.0,50.5,2
30.0,51.0,2
30.0,51.5,2
30.0,52.0,2
30.0,52.5,2
30.0,53.0,2
30.0,53.5,2
30.0,54.0,2
30.0,54.5,2
30.0,55.0,2
30.0,55.5,2
30.0,56.0,2
30.0,56.5,2
30.0,57.0,2
30.0,57.5,2
30.0,58.0,2
30.0,58.5,2
30.0,59.0,2
30.0,59.5,2
30.0,60.0,2
30.0,60.5,2
30.0,61.0,2
30.0,61.5,2
30.0,62.0,2
30.0,62.5,2
30.0,63.0,2
30.0,63.5,2
30.0,64.0,2
30.0,64.5,2
30.0,65.0,2
30.0,65.5,2
30.0,66.0,2
30.0,66.5,2
30.0,67.0,2
30.0,67.5,2
30.0,68.0,2
30.0,68.5,2
30.0,69.0,2
30.0,69.5,2
30.0,70.0,2
30.0,70.5,2
30.0,71.0,2
30.0,71.5,2
30.0,72.0,2
30.0,72.5,2
30.0,73.0,2
30.0,73.5,2
30.0,74.0,2
30.0,74.5,2
30.0,75.0,2
